0,1,2,3,4,5,6,7,8,9,10
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
whole milk,domestic eggs,,,,,,,,,
whole milk,canned beer,,,,,,,,,
mayonnaise,pastry,,,,,,,,,
long life bakery product,shopping bags,,,,,,,,,
hamburger meat,yogurt,bottled water,,,,,,,,
root vegetables,chocolate,,,,,,,,,
dishes,yogurt,,,,,,,,,
beef,fruit/vegetable juice,whole milk,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
pork,root vegetables,,,,,,,,,
root vegetables,sugar,newspapers,,,,,,,,
tropical fruit,soda,UHT-milk,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
curd,domestic eggs,,,,,,,,,
frankfurter,sausage,,,,,,,,,
frankfurter,butter,bottled beer,,,,,,,,
tea,light bulbs,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
hamburger meat,citrus fruit,,,,,,,,,
brown bread,canned beer,,,,,,,,,
chicken,other vegetables,,,,,,,,,
other vegetables,citrus fruit,whole milk,frankfurter,zwieback,other vegetables,domestic eggs,brown bread,sugar,,
jam,cream cheese ,,,,,,,,,
yogurt,detergent,,,,,,,,,
other vegetables,berries,,,,,,,,,
butter,whole milk,,,,,,,,,
pork,root vegetables,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
newspapers,soft cheese,,,,,,,,,
sausage,soda,,,,,,,,,
frozen vegetables,soft cheese,,,,,,,,,
chicken,finished products,rolls/buns,butter,rolls/buns,herbs,white bread,,,,
whole milk,white bread,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
meat,other vegetables,,,,,,,,,
whipped/sour cream,butter milk,shopping bags,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
other vegetables,cereals,cleaner,,,,,,,,
misc. beverages,coffee,,,,,,,,,
chicken,vinegar,,,,,,,,,
pot plants,newspapers,brown bread,,,,,,,,
bottled water,whole milk,,,,,,,,,
soda,coffee,,,,,,,,,
soda,yogurt,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
soda,sugar,,,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
beef,soda,,,,,,,,,
frozen fish,whole milk,tropical fruit,butter,coffee,,,,,,
canned beer,soda,,,,,,,,,
whipped/sour cream,UHT-milk,fruit/vegetable juice,,,,,,,,
root vegetables,canned beer,specialty cheese,rolls/buns,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
domestic eggs,butter,beverages,,,,,,,,
other vegetables,salt,,,,,,,,,
bottled beer,frankfurter,pastry,sliced cheese,frozen vegetables,,,,,,
whipped/sour cream,chewing gum,,,,,,,,,
soda,citrus fruit,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
rolls/buns,salty snack,waffles,,,,,,,,
bottled beer,tropical fruit,red/blush wine,baking powder,,,,,,,
other vegetables,pot plants,vinegar,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
chicken,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
citrus fruit,cream cheese ,,,,,,,,,
newspapers,white bread,rolls/buns,beverages,,,,,,,
pastry,brown bread,,,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,,
berries,white wine,,,,,,,,,
whole milk,rolls/buns,canned fruit,onions,soda,,,,,,
ham,other vegetables,napkins,,,,,,,,
root vegetables,soda,,,,,,,,,
chicken,cling film/bags,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
soda,cream cheese ,,,,,,,,,
candy,other vegetables,,,,,,,,,
UHT-milk,frozen vegetables,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
rolls/buns,hygiene articles,domestic eggs,misc. beverages,,,,,,,
beef,shopping bags,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
beef,curd,,,,,,,,,
specialty cheese,bottled water,,,,,,,,,
coffee,shopping bags,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
frankfurter,beef,meat,waffles,whole milk,curd,white bread,frozen meals,sugar,,
tropical fruit,soda,canned beer,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
frankfurter,coffee,,,,,,,,,
soda,roll products ,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
sausage,dessert,,,,,,,,,
frankfurter,dishes,,,,,,,,,
whipped/sour cream,chicken,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
packaged fruit/vegetables,herbs,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled beer,beverages,,,,,,,,,
whole milk,processed cheese,curd,,,,,,,,
pip fruit,white wine,whole milk,,,,,,,,
candy,white wine,,,,,,,,,
whole milk,whipped/sour cream,whole milk,yogurt,whipped/sour cream,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
rolls/buns,coffee,,,,,,,,,
sparkling wine,waffles,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
canned beer,whole milk,rolls/buns,,,,,,,,
other vegetables,brown bread,hard cheese,salty snack,,,,,,,
hamburger meat,beverages,margarine,,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
dessert,canned beer,specialty chocolate,,,,,,,,
chicken,butter,curd,flower (seeds),,,,,,,
root vegetables,rice,,,,,,,,,
napkins,root vegetables,sliced cheese,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
UHT-milk,butter,soda,,,,,,,,
turkey,pip fruit,,,,,,,,,
finished products,root vegetables,,,,,,,,,
meat,semi-finished bread,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
berries,domestic eggs,,,,,,,,,
berries,rolls/buns,pastry,,,,,,,,
dessert,yogurt,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
seasonal products,flower (seeds),,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
herbs,newspapers,brown bread,,,,,,,,
decalcifier,grapes,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frozen vegetables,flower (seeds),,,,,,,,,
citrus fruit,domestic eggs,flour,,,,,,,,
yogurt,canned beer,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
yogurt,bottled water,,,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
whole milk,pip fruit,detergent,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs,,,,,
canned beer,whole milk,,,,,,,,,
female sanitary products,other vegetables,,,,,,,,,
pastry,sauces,,,,,,,,,
soda,hygiene articles,,,,,,,,,
sausage,other vegetables,,,,,,,,,
butter,whole milk,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
canned beer,flower (seeds),,,,,,,,,
bottled beer,butter,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
pip fruit,margarine,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
sausage,soda,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
berries,beverages,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
dessert,nut snack,bottled water,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
bottled water,pip fruit,frozen vegetables,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
other vegetables,syrup,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
sausage,whole milk,,,,,,,,,
specialty bar,chewing gum,,,,,,,,,
newspapers,soda,female sanitary products,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
beverages,oil,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
whole milk,sugar,,,,,,,,,
ham,frozen meals,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
berries,sauces,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
candy,roll products ,frozen vegetables,,,,,,,,
sausage,whole milk,,,,,,,,,
waffles,brown bread,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
newspapers,frozen meals,,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
brown bread,soda,,,,,,,,,
other vegetables,hard cheese,chocolate,,,,,,,,
newspapers,citrus fruit,,,,,,,,,
rolls/buns,bottled water,white bread,brown bread,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread,,,
red/blush wine,bottled water,,,,,,,,,
meat,soda,cream cheese ,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
domestic eggs,whole milk,rice,,,,,,,,
whole milk,butter,,,,,,,,,
whole milk,bottled water,,,,,,,,,
chicken,whole milk,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
other vegetables,citrus fruit,rolls/buns,,,,,,,,
onions,grapes,yogurt,tropical fruit,whole milk,salty snack,root vegetables,frozen dessert,whipped/sour cream,,
other vegetables,hygiene articles,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
yogurt,dog food,semi-finished bread,napkins,,,,,,,
root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread,,,,
beef,other vegetables,,,,,,,,,
sliced cheese,cling film/bags,,,,,,,,,
whole milk,berries,,,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
sausage,dish cleaner,,,,,,,,,
dog food,coffee,seasonal products,,,,,,,,
sausage,female sanitary products,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
spread cheese,soda,,,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
newspapers,sliced cheese,,,,,,,,,
sausage,Instant food products,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
ham,soda,pickled vegetables,,,,,,,,
bottled water,meat spreads,,,,,,,,,
shopping bags,root vegetables,,,,,,,,,
butter,softener,,,,,,,,,
pet care,beef,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chicken,waffles,pip fruit,tropical fruit,pastry,bottled water,shopping bags,bottled water,,,
butter milk,yogurt,,,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
oil,shopping bags,,,,,,,,,
soda,soda,canned beer,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
butter,domestic eggs,,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
salty snack,white wine,,,,,,,,,
other vegetables,salty snack,pickled vegetables,,,,,,,,
bottled water,napkins,,,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
whole milk,brown bread,candy,,,,,,,,
berries,curd,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
canned beer,curd,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
newspapers,sausage,,,,,,,,,
coffee,butter milk,,,,,,,,,
sweet spreads,coffee,,,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
tropical fruit,chocolate,,,,,,,,,
soups,margarine,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
liver loaf,citrus fruit,,,,,,,,,
pork,dessert,,,,,,,,,
curd,coffee,,,,,,,,,
frankfurter,sausage,,,,,,,,,
sausage,cat food,,,,,,,,,
root vegetables,cleaner,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
whole milk,other vegetables,other vegetables,sugar,,,,,,,
baking powder,fruit/vegetable juice,,,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
pip fruit,pasta,,,,,,,,,
sausage,soda,cooking chocolate,roll products ,,,,,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
cream cheese ,yogurt,sugar,,,,,,,,
bottled beer,candy,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
yogurt,seasonal products,,,,,,,,,
turkey,soft cheese,other vegetables,canned beer,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
butter,soda,,,,,,,,,
frankfurter,pet care,,,,,,,,,
berries,pip fruit,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
pastry,UHT-milk,,,,,,,,,
light bulbs,frozen vegetables,mustard,napkins,,,,,,,
butter milk,margarine,,,,,,,,,
sausage,frozen fruits,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
other vegetables,soda,soda,napkins,,,,,,,
misc. beverages,whole milk,long life bakery product,,,,,,,,
root vegetables,other vegetables,specialty chocolate,,,,,,,,
beverages,bottled water,,,,,,,,,
sausage,yogurt,,,,,,,,,
canned beer,cookware,,,,,,,,,
canned beer,whipped/sour cream,misc. beverages,,,,,,,,
other vegetables,curd,tropical fruit,brown bread,bottled beer,,,,,,
citrus fruit,soda,,,,,,,,,
hamburger meat,pork,yogurt,flour,,,,,,,
whole milk,napkins,,,,,,,,,
artif. sweetener,whole milk,,,,,,,,,
frozen fish,coffee,,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
berries,soda,flower (seeds),,,,,,,,
canned beer,berries,butter,baking powder,,,,,,,
butter,bottled beer,,,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
pickled vegetables,butter,,,,,,,,,
grapes,waffles,soda,,,,,,,,
rolls/buns,sliced cheese,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
soda,beef,,,,,,,,,
soda,whole milk,,,,,,,,,
root vegetables,meat,,,,,,,,,
other vegetables,candy,,,,,,,,,
pork,pip fruit,,,,,,,,,
bottled beer,tropical fruit,sliced cheese,dishes,,,,,,,
whole milk,yogurt,,,,,,,,,
soda,cake bar,,,,,,,,,
specialty chocolate,hamburger meat,frozen fish,,,,,,,,
soda,shopping bags,,,,,,,,,
beef,misc. beverages,,,,,,,,,
chicken,butter,,,,,,,,,
root vegetables,margarine,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
frozen meals,instant coffee,specialty chocolate,,,,,,,,
bottled water,whole milk,,,,,,,,,
soda,shopping bags,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
dog food,brown bread,salty snack,,,,,,,,
citrus fruit,cereals,,,,,,,,,
yogurt,butter,cling film/bags,fruit/vegetable juice,,,,,,,
whole milk,chocolate,roll products ,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
sausage,napkins,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
baking powder,pickled vegetables,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
sugar,other vegetables,,,,,,,,,
beef,root vegetables,,,,,,,,,
whole milk,coffee,,,,,,,,,
instant coffee,newspapers,hard cheese,salty snack,,,,,,,
sausage,salty snack,brown bread,white bread,candles,,,,,,
bottled beer,domestic eggs,,,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
curd,sausage,,,,,,,,,
bottled water,chewing gum,,,,,,,,,
sugar,napkins,,,,,,,,,
dish cleaner,frozen potato products,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
frankfurter,bottled water,soft cheese,,,,,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
pork,processed cheese,,,,,,,,,
onions,root vegetables,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
onions,chicken,,,,,,,,,
canned beer,male cosmetics,white wine,ice cream,,,,,,,
whole milk,soda,,,,,,,,,
meat,detergent,roll products ,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
spread cheese,coffee,domestic eggs,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
beef,red/blush wine,,,,,,,,,
citrus fruit,berries,,,,,,,,,
candles,other vegetables,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
butter,frozen vegetables,,,,,,,,,
processed cheese,white bread,,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
semi-finished bread,ketchup,,,,,,,,,
pork,yogurt,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
berries,newspapers,,,,,,,,,
root vegetables,butter,,,,,,,,,
other vegetables,pudding powder,,,,,,,,,
pastry,bottled beer,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
pip fruit,other vegetables,cling film/bags,,,,,,,,
popcorn,pork,margarine,beef,butter,,,,,,
frankfurter,chocolate,,,,,,,,,
waffles,cereals,,,,,,,,,
napkins,mayonnaise,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
liquor,yogurt,napkins,,,,,,,,
curd,shopping bags,,,,,,,,,
mustard,root vegetables,,,,,,,,,
beef,rolls/buns,,,,,,,,,
sauces,yogurt,,,,,,,,,
domestic eggs,processed cheese,whole milk,bottled water,,,,,,,
waffles,salty snack,hard cheese,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
other vegetables,curd,,,,,,,,,
liver loaf,chicken,rolls/buns,spread cheese,shopping bags,,,,,,
citrus fruit,other vegetables,,,,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
beef,butter,,,,,,,,,
sausage,bottled beer,sliced cheese,,,,,,,,
brown bread,whole milk,frozen vegetables,frozen meals,,,,,,,
pastry,other vegetables,,,,,,,,,
soda,sweet spreads,bottled beer,frozen meals,pasta,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
root vegetables,rolls/buns,flower (seeds),,,,,,,,
sausage,tropical fruit,pork,rolls/buns,,,,,,,
pork,root vegetables,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
pastry,bottled water,,,,,,,,,
bottled beer,oil,,,,,,,,,
meat,beverages,newspapers,candy,,,,,,,
soap,brown bread,,,,,,,,,
white wine,whole milk,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
frozen meals,citrus fruit,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
finished products,rolls/buns,oil,frozen vegetables,,,,,,,
yogurt,other vegetables,baking powder,candy,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
meat,chocolate,brown bread,,,,,,,,
pastry,root vegetables,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
berries,root vegetables,bottled water,,,,,,,,
sausage,yogurt,dishes,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
berries,dessert,dessert,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
coffee,soda,,,,,,,,,
spices,ice cream,,,,,,,,,
grapes,yogurt,condensed milk,,,,,,,,
sausage,hamburger meat,pork,chewing gum,whole milk,soda,soft cheese,yogurt,,,
beverages,canned beer,,,,,,,,,
curd,dessert,,,,,,,,,
frankfurter,sausage,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
pork,bottled water,,,,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,mustard,soups,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
dessert,semi-finished bread,,,,,,,,,
butter milk,bottled water,,,,,,,,,
soda,salty snack,,,,,,,,,
sausage,whipped/sour cream,misc. beverages,,,,,,,,
salty snack,cat food,frozen vegetables,,,,,,,,
canned beer,specialty bar,,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
dog food,canned beer,,,,,,,,,
butter,citrus fruit,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
newspapers,chicken,root vegetables,curd,,,,,,,
female sanitary products,frozen fish,,,,,,,,,
chicken,pastry,,,,,,,,,
frankfurter,soda,,,,,,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
whipped/sour cream,curd,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whipped/sour cream,dish cleaner,,,,,,,,,
soda,coffee,cling film/bags,,,,,,,,
margarine,bottled water,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
frozen meals,detergent,,,,,,,,,
sausage,bottled water,,,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
chicken,UHT-milk,,,,,,,,,
tropical fruit,whole milk,soda,curd,,,,,,,
organic sausage,semi-finished bread,,,,,,,,,
sausage,yogurt,candles,,,,,,,,
meat,ice cream,cleaner,,,,,,,,
dish cleaner,pet care,,,,,,,,,
pork,house keeping products,,,,,,,,,
butter,bottled beer,,,,,,,,,
pastry,curd,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
sausage,berries,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
yogurt,yogurt,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
yogurt,herbs,,,,,,,,,
pot plants,other vegetables,,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
citrus fruit,onions,,,,,,,,,
pastry,seasonal products,,,,,,,,,
female sanitary products,pot plants,,,,,,,,,
dessert,margarine,,,,,,,,,
